AdultObesity,Adult Smokers (% of pop),ChildrenInPoverty,County,Diabetic (% of pop),FoodInsecure,Number of Records,Physically Inactive (% of pop),Region,State
0.36,0.20,0.25,Cotton,0.13,0.15,1,0.36,Midwest,Oklahoma
0.30,0.23,0.26,Craig,0.14,0.17,1,0.32,Midwest,Oklahoma
0.36,0.22,0.23,Creek,0.13,0.16,1,0.35,Midwest,Oklahoma
0.30,0.19,0.19,Custer,0.10,0.15,1,0.30,Midwest,Oklahoma
0.33,0.24,0.31,Delaware,0.16,0.17,1,0.33,Midwest,Oklahoma
0.34,0.19,0.17,Dewey,0.12,0.14,1,0.36,Midwest,Oklahoma
0.32,0.19,0.17,Ellis,0.12,0.13,1,0.37,Midwest,Oklahoma
0.36,0.19,0.19,Garfield,0.11,0.15,1,0.33,Midwest,Oklahoma
0.36,0.21,0.24,Garvin,0.12,0.16,1,0.35,Midwest,Oklahoma
0.33,0.20,0.17,Grady,0.11,0.15,1,0.29,Midwest,Oklahoma
0.37,0.16,0.16,Grant,0.11,0.13,1,0.41,Midwest,Oklahoma
0.32,0.20,0.29,Greer,0.11,0.16,1,0.33,Midwest,Oklahoma
0.37,0.20,0.34,Harmon,0.15,0.16,1,0.36,Midwest,Oklahoma
0.35,0.18,0.15,Harper,0.12,0.12,1,0.36,Midwest,Oklahoma
0.36,0.22,0.37,Haskell,0.14,0.17,1,0.38,Midwest,Oklahoma
0.36,0.24,0.29,Hughes,0.14,0.19,1,0.35,Midwest,Oklahoma
0.31,0.19,0.23,Jackson,0.11,0.15,1,0.34,Midwest,Oklahoma
0.35,0.21,0.31,Jefferson,0.14,0.16,1,0.34,Midwest,Oklahoma
0.39,0.23,0.27,Johnston,0.13,0.18,1,0.36,Midwest,Oklahoma
0.29,0.22,0.26,Kay,0.12,0.17,1,0.30,Midwest,Oklahoma
0.29,0.17,0.14,Kingfisher,0.10,0.11,1,0.29,Midwest,Oklahoma
0.30,0.23,0.26,Kiowa,0.15,0.17,1,0.33,Midwest,Oklahoma
0.36,0.22,0.27,Latimer,0.13,0.19,1,0.34,Midwest,Oklahoma
0.39,0.24,0.31,Le Flore,0.13,0.19,1,0.33,Midwest,Oklahoma
0.37,0.20,0.20,Lincoln,0.12,0.16,1,0.39,Midwest,Oklahoma
0.32,0.18,0.17,Logan,0.10,0.15,1,0.30,Midwest,Oklahoma
0.35,0.18,0.22,Love,0.12,0.14,1,0.33,Midwest,Oklahoma
0.32,0.17,0.16,Major,0.11,0.13,1,0.32,Midwest,Oklahoma
0.34,0.20,0.26,Marshall,0.14,0.15,1,0.38,Midwest,Oklahoma
0.35,0.23,0.24,Mayes,0.13,0.17,1,0.35,Midwest,Oklahoma
0.30,0.17,0.14,McClain,0.10,0.13,1,0.28,Midwest,Oklahoma
0.34,0.23,0.29,McCurtain,0.14,0.21,1,0.37,Midwest,Oklahoma
0.36,0.22,0.33,McIntosh,0.15,0.18,1,0.38,Midwest,Oklahoma
0.38,0.21,0.20,Murray,0.13,0.15,1,0.33,Midwest,Oklahoma
0.35,0.23,0.31,Muskogee,0.14,0.19,1,0.31,Midwest,Oklahoma
0.34,0.19,0.18,Noble,0.12,0.15,1,0.32,Midwest,Oklahoma
0.35,0.22,0.23,Nowata,0.13,0.16,1,0.30,Midwest,Oklahoma
0.32,0.26,0.29,Okfuskee,0.15,0.20,1,0.28,Midwest,Oklahoma
0.30,0.18,0.25,Oklahoma,0.11,0.17,1,0.29,Midwest,Oklahoma
0.37,0.23,0.29,Okmulgee,0.14,0.19,1,0.35,Midwest,Oklahoma
0.37,0.21,0.24,Osage,0.13,0.17,1,0.31,Midwest,Oklahoma
0.33,0.23,0.33,Ottawa,0.14,0.18,1,0.34,Midwest,Oklahoma
0.34,0.20,0.23,Pawnee,0.13,0.16,1,0.36,Midwest,Oklahoma
0.30,0.22,0.22,Payne,0.09,0.20,1,0.26,Midwest,Oklahoma
0.33,0.22,0.29,Pittsburg,0.13,0.17,1,0.36,Midwest,Oklahoma
0.36,0.22,0.21,Pontotoc,0.12,0.17,1,0.34,Midwest,Oklahoma
0.36,0.21,0.25,Pottawatomie,0.12,0.17,1,0.30,Midwest,Oklahoma
0.31,0.22,0.33,Pushmataha,0.16,0.19,1,0.33,Midwest,Oklahoma
0.31,0.18,0.17,Roger Mills,0.12,0.13,1,0.37,Midwest,Oklahoma
0.32,0.18,0.14,Rogers,0.11,0.14,1,0.30,Midwest,Oklahoma
0.36,0.26,0.34,Seminole,0.14,0.19,1,0.39,Midwest,Oklahoma
0.37,0.24,0.38,Sequoyah,0.14,0.19,1,0.34,Midwest,Oklahoma
0.33,0.20,0.22,Stephens,0.12,0.15,1,0.35,Midwest,Oklahoma
0.31,0.18,0.19,Texas,0.11,0.10,1,0.29,Midwest,Oklahoma
0.34,0.21,0.33,Tillman,0.14,0.15,1,0.36,Midwest,Oklahoma
0.30,0.18,0.20,Tulsa,0.10,0.17,1,0.29,Midwest,Oklahoma
0.34,0.18,0.14,Wagoner,0.11,0.14,1,0.31,Midwest,Oklahoma
0.29,0.18,0.19,Washington,0.12,0.15,1,0.29,Midwest,Oklahoma
0.41,0.19,0.19,Washita,0.11,0.15,1,0.34,Midwest,Oklahoma
0.32,0.19,0.17,Woods,0.10,0.15,1,0.37,Midwest,Oklahoma
0.39,0.19,0.16,Woodward,0.10,0.13,1,0.29,Midwest,Oklahoma
0.31,0.14,0.15,Aurora,0.09,0.09,1,0.31,Midwest,South Dakota
0.32,0.17,0.22,Beadle,0.10,0.13,1,0.26,Midwest,South Dakota
0.37,0.29,0.46,Bennett,0.14,0.19,1,0.27,Midwest,South Dakota
0.33,0.17,0.18,Bon Homme,0.09,0.12,1,0.27,Midwest,South Dakota
0.28,0.14,0.12,Brookings,0.06,0.14,1,0.20,Midwest,South Dakota
0.30,0.15,0.13,Brown,0.08,0.11,1,0.23,Midwest,South Dakota
0.35,0.17,0.19,Brule,0.10,0.12,1,0.24,Midwest,South Dakota
0.42,0.37,0.48,Buffalo,0.15,0.24,1,0.31,Midwest,South Dakota
0.27,0.17,0.23,Butte,0.10,0.11,1,0.24,Midwest,South Dakota
0.33,0.15,0.10,Campbell,0.11,0.12,1,0.30,Midwest,South Dakota
0.35,0.21,0.31,Charles Mix,0.12,0.14,1,0.26,Midwest,South Dakota
0.34,0.15,0.26,Clark,0.10,0.11,1,0.27,Midwest,South Dakota
0.29,0.20,0.18,Clay,0.07,0.16,1,0.22,Midwest,South Dakota
0.30,0.17,0.14,Codington,0.08,0.12,1,0.23,Midwest,South Dakota
0.39,0.35,0.45,Corson,0.15,0.21,1,0.29,Midwest,South Dakota
0.29,0.13,0.19,Custer,0.10,0.11,1,0.23,Midwest,South Dakota
0.35,0.16,0.15,Davison,0.08,0.12,1,0.24,Midwest,South Dakota
0.32,0.19,0.20,Day,0.12,0.15,1,0.26,Midwest,South Dakota
0.33,0.14,0.13,Deuel,0.09,0.09,1,0.30,Midwest,South Dakota
0.40,0.32,0.33,Dewey,0.14,0.22,1,0.31,Midwest,South Dakota
0.29,0.15,0.14,Douglas,0.10,0.11,1,0.26,Midwest,South Dakota
0.30,0.14,0.14,Edmunds,0.09,0.11,1,0.26,Midwest,South Dakota
0.31,0.16,0.24,Fall River,0.12,0.14,1,0.25,Midwest,South Dakota
0.30,0.16,0.21,Faulk,0.11,0.11,1,0.31,Midwest,South Dakota
0.32,0.15,0.14,Grant,0.09,0.12,1,0.30,Midwest,South Dakota
0.33,0.17,0.27,Gregory,0.12,0.13,1,0.30,Midwest,South Dakota
0.34,0.16,0.15,Haakon,0.11,0.11,1,0.28,Midwest,South Dakota
0.32,0.15,0.13,Hamlin,0.09,0.10,1,0.24,Midwest,South Dakota
0.30,0.14,0.12,Hand,0.10,0.11,1,0.29,Midwest,South Dakota
0.28,0.17,0.15,Hanson,0.09,0.11,1,0.26,Midwest,South Dakota
0.31,0.16,0.15,Harding,0.09,0.12,1,0.28,Midwest,South Dakota
0.29,0.15,0.15,Hughes,0.08,0.11,1,0.22,Midwest,South Dakota
0.32,0.14,0.20,Hutchinson,0.10,0.11,1,0.31,Midwest,South Dakota
0.31,0.14,0.08,Hyde,0.09,0.10,1,0.29,Midwest,South Dakota
0.34,0.25,0.43,Jackson,0.13,0.16,1,0.30,Midwest,South Dakota
0.29,0.14,0.19,Jerauld,0.10,0.10,1,0.28,Midwest,South Dakota
0.30,0.15,0.23,Jones,0.10,0.12,1,0.28,Midwest,South Dakota
0.34,0.14,0.13,Kingsbury,0.09,0.10,1,0.29,Midwest,South Dakota
0.29,0.15,0.11,Lake,0.09,0.12,1,0.25,Midwest,South Dakota
0.25,0.15,0.18,Lawrence,0.08,0.13,1,0.23,Midwest,South Dakota
0.28,0.15,0.05,Lincoln,0.06,0.09,1,0.22,Midwest,South Dakota
0.33,0.22,0.35,Lyman,0.11,0.14,1,0.24,Midwest,South Dakota
0.31,0.16,0.19,Marshall,0.10,0.13,1,0.27,Midwest,South Dakota
0.28,0.14,0.13,McCook,0.09,0.10,1,0.28,Midwest,South Dakota
0.30,0.15,0.25,McPherson,0.11,0.13,1,0.28,Midwest,South Dakota
0.28,0.18,0.15,Meade,0.08,0.11,1,0.25,Midwest,South Dakota
0.32,0.28,0.43,Mellette,0.15,0.18,1,0.30,Midwest,South Dakota
0.31,0.15,0.15,Miner,0.10,0.11,1,0.27,Midwest,South Dakota
0.28,0.17,0.14,Minnehaha,0.07,0.12,1,0.23,Midwest,South Dakota
0.34,0.18,0.15,Moody,0.10,0.12,1,0.26,Midwest,South Dakota
0.28,0.18,0.20,Pennington,0.09,0.12,1,0.21,Midwest,South Dakota
0.34,0.15,0.19,Perkins,0.10,0.12,1,0.33,Midwest,South Dakota
0.30,0.14,0.16,Potter,0.11,0.11,1,0.32,Midwest,South Dakota
0.34,0.21,0.29,Roberts,0.12,0.14,1,0.25,Midwest,South Dakota
0.30,0.15,0.21,Sanborn,0.09,0.11,1,0.28,Midwest,South Dakota
0.45,0.41,0.54,Shannon,0.17,0.26,1,0.24,Midwest,South Dakota
0.31,0.15,0.17,Spink,0.09,0.12,1,0.25,Midwest,South Dakota
0.33,0.15,0.12,Stanley,0.08,0.10,1,0.27,Midwest,South Dakota
0.32,0.13,0.07,Sully,0.09,0.10,1,0.29,Midwest,South Dakota
0.38,0.38,0.53,Todd,0.16,0.23,1,0.29,Midwest,South Dakota
0.30,0.18,0.28,Tripp,0.11,0.14,1,0.26,Midwest,South Dakota
0.33,0.14,0.12,Turner,0.09,0.10,1,0.34,Midwest,South Dakota
0.31,0.14,0.09,Union,0.08,0.10,1,0.25,Midwest,South Dakota
0.29,0.15,0.21,Walworth,0.10,0.13,1,0.30,Midwest,South Dakota
0.29,0.15,0.17,Yankton,0.09,0.12,1,0.21,Midwest,South Dakota
0.43,0.36,0.49,Ziebach,0.15,0.20,1,0.28,Midwest,South Dakota
0.31,0.16,0.29,Adams,0.12,0.12,1,0.25,Midwest,Wisconsin
0.28,0.20,0.24,Ashland,0.11,0.15,1,0.23,Midwest,Wisconsin
0.33,0.17,0.21,Barron,0.10,0.13,1,0.25,Midwest,Wisconsin
0.28,0.17,0.24,Bayfield,0.12,0.13,1,0.21,Midwest,Wisconsin
0.27,0.16,0.17,Brown,0.09,0.11,1,0.21,Midwest,Wisconsin
0.33,0.15,0.15,Buffalo,0.10,0.11,1,0.26,Midwest,Wisconsin
0.29,0.18,0.27,Burnett,0.13,0.13,1,0.26,Midwest,Wisconsin
0.29,0.14,0.08,Calumet,0.08,0.09,1,0.23,Midwest,Wisconsin
0.29,0.16,0.16,Chippewa,0.09,0.12,1,0.20,Midwest,Wisconsin
0.34,0.17,0.24,Clark,0.10,0.12,1,0.21,Midwest,Wisconsin
0.33,0.16,0.12,Columbia,0.09,0.11,1,0.23,Midwest,Wisconsin
0.29,0.16,0.22,Crawford,0.10,0.13,1,0.22,Midwest,Wisconsin
0.22,0.13,0.14,Dane,0.07,0.12,1,0.15,Midwest,Wisconsin
0.28,0.17,0.14,Dodge,0.09,0.11,1,0.23,Midwest,Wisconsin
0.28,0.15,0.17,Door,0.11,0.12,1,0.22,Midwest,Wisconsin
0.32,0.19,0.21,Douglas,0.09,0.13,1,0.25,Midwest,Wisconsin
0.30,0.16,0.16,Dunn,0.08,0.13,1,0.22,Midwest,Wisconsin
0.32,0.17,0.15,Eau Claire,0.08,0.13,1,0.21,Midwest,Wisconsin
0.34,0.16,0.20,Florence,0.12,0.12,1,0.25,Midwest,Wisconsin
0.31,0.15,0.14,Fond du Lac,0.09,0.11,1,0.24,Midwest,Wisconsin
0.32,0.19,0.26,Forest,0.12,0.14,1,0.25,Midwest,Wisconsin
0.30,0.17,0.19,Grant,0.09,0.13,1,0.23,Midwest,Wisconsin
0.31,0.15,0.12,Green,0.09,0.11,1,0.24,Midwest,Wisconsin
0.31,0.16,0.20,Green Lake,0.11,0.12,1,0.23,Midwest,Wisconsin
0.28,0.15,0.13,Iowa,0.09,0.11,1,0.22,Midwest,Wisconsin
0.29,0.17,0.24,Iron,0.12,0.15,1,0.21,Midwest,Wisconsin
0.33,0.19,0.21,Jackson,0.10,0.13,1,0.23,Midwest,Wisconsin
0.29,0.16,0.14,Jefferson,0.09,0.11,1,0.17,Midwest,Wisconsin
0.34,0.18,0.21,Juneau,0.11,0.13,1,0.29,Midwest,Wisconsin
0.32,0.17,0.22,Kenosha,0.09,0.12,1,0.23,Midwest,Wisconsin
0.35,0.14,0.12,Kewaunee,0.09,0.10,1,0.30,Midwest,Wisconsin
0.25,0.16,0.12,La Crosse,0.08,0.12,1,0.21,Midwest,Wisconsin
0.33,0.16,0.19,Lafayette,0.09,0.10,1,0.18,Midwest,Wisconsin
0.29,0.16,0.23,Langlade,0.11,0.13,1,0.23,Midwest,Wisconsin
0.32,0.16,0.17,Lincoln,0.10,0.13,1,0.23,Midwest,Wisconsin
0.31,0.16,0.15,Manitowoc,0.09,0.11,1,0.22,Midwest,Wisconsin
0.30,0.16,0.15,Marathon,0.09,0.11,1,0.25,Midwest,Wisconsin
0.33,0.16,0.20,Marinette,0.11,0.13,1,0.24,Midwest,Wisconsin
0.33,0.16,0.22,Marquette,0.11,0.12,1,0.25,Midwest,Wisconsin
0.41,0.32,0.44,Menominee,0.18,0.20,1,0.31,Midwest,Wisconsin
0.31,0.20,0.32,Milwaukee,0.11,0.17,1,0.23,Midwest,Wisconsin
0.32,0.17,0.23,Monroe,0.10,0.12,1,0.27,Midwest,Wisconsin
0.29,0.16,0.15,Oconto,0.10,0.11,1,0.25,Midwest,Wisconsin
0.30,0.15,0.19,Oneida,0.11,0.12,1,0.24,Midwest,Wisconsin
0.32,0.14,0.13,Outagamie,0.08,0.11,1,0.20,Midwest,Wisconsin
0.27,0.13,0.06,Ozaukee,0.09,0.09,1,0.21,Midwest,Wisconsin
0.32,0.15,0.20,Pepin,0.11,0.11,1,0.26,Midwest,Wisconsin
0.31,0.16,0.11,Pierce,0.08,0.11,1,0.23,Midwest,Wisconsin
0.30,0.16,0.15,Polk,0.10,0.12,1,0.21,Midwest,Wisconsin
0.35,0.16,0.15,Portage,0.08,0.12,1,0.20,Midwest,Wisconsin
0.32,0.16,0.20,Price,0.11,0.12,1,0.19,Midwest,Wisconsin
0.32,0.17,0.19,Racine,0.10,0.13,1,0.23,Midwest,Wisconsin
0.33,0.16,0.22,Richland,0.10,0.11,1,0.19,Midwest,Wisconsin
0.34,0.18,0.24,Rock,0.10,0.13,1,0.24,Midwest,Wisconsin
0.32,0.18,0.30,Rusk,0.12,0.14,1,0.28,Midwest,Wisconsin
0.30,0.16,0.17,Sauk,0.09,0.11,1,0.27,Midwest,Wisconsin
0.28,0.20,0.29,Sawyer,0.13,0.15,1,0.27,Midwest,Wisconsin
0.33,0.17,0.18,Shawano,0.11,0.12,1,0.24,Midwest,Wisconsin
0.28,0.15,0.13,Sheboygan,0.09,0.11,1,0.24,Midwest,Wisconsin
0.28,0.15,0.06,St. Croix,0.08,0.09,1,0.23,Midwest,Wisconsin
0.34,0.16,0.18,Taylor,0.10,0.12,1,0.27,Midwest,Wisconsin
0.31,0.16,0.17,Trempealeau,0.09,0.10,1,0.24,Midwest,Wisconsin
0.34,0.18,0.30,Vernon,0.10,0.12,1,0.27,Midwest,Wisconsin
0.27,0.17,0.24,Vilas,0.13,0.14,1,0.20,Midwest,Wisconsin
0.27,0.17,0.16,Walworth,0.09,0.11,1,0.26,Midwest,Wisconsin
0.29,0.16,0.22,Washburn,0.12,0.12,1,0.25,Midwest,Wisconsin
0.30,0.14,0.07,Washington,0.08,0.10,1,0.20,Midwest,Wisconsin
0.27,0.13,0.07,Waukesha,0.08,0.09,1,0.17,Midwest,Wisconsin
0.26,0.16,0.16,Waupaca,0.10,0.11,1,0.25,Midwest,Wisconsin
0.32,0.17,0.22,Waushara,0.11,0.11,1,0.27,Midwest,Wisconsin
0.28,0.15,0.16,Winnebago,0.09,0.12,1,0.23,Midwest,Wisconsin
0.34,0.15,0.17,Wood,0.10,0.12,1,0.23,Midwest,Wisconsin
0.21,0.14,0.12,Fairfield,0.08,0.11,1,0.20,Northeast,Connecticut
0.27,0.13,0.18,Hartford,0.09,0.13,1,0.23,Northeast,Connecticut
0.23,0.13,0.09,Litchfield,0.08,0.11,1,0.21,Northeast,Connecticut
0.24,0.13,0.09,Middlesex,0.08,0.11,1,0.21,Northeast,Connecticut
0.26,0.14,0.18,New Haven,0.09,0.14,1,0.23,Northeast,Connecticut
0.27,0.14,0.17,New London,0.08,0.13,1,0.22,Northeast,Connecticut
0.24,0.14,0.07,Tolland,0.07,0.11,1,0.18,Northeast,Connecticut
0.29,0.15,0.16,Windham,0.08,0.13,1,0.24,Northeast,Connecticut
0.33,0.18,0.21,Kent,0.12,0.13,1,0.28,Northeast,Delaware
0.27,0.17,0.17,New Castle,0.10,0.12,1,0.23,Northeast,Delaware
0.31,0.17,0.24,Sussex,0.13,0.11,1,0.27,Northeast,Delaware
0.22,0.16,0.29,District of Columbia,0.08,0.15,1,0.17,Northeast,District of Columbia
0.30,0.21,0.29,Adams,0.11,0.14,1,0.31,Northeast,Indiana
0.29,0.20,0.22,Allen,0.11,0.15,1,0.24,Northeast,Indiana
0.32,0.19,0.16,Bartholomew,0.10,0.13,1,0.27,Northeast,Indiana
0.33,0.21,0.18,Benton,0.11,0.13,1,0.33,Northeast,Indiana
0.36,0.20,0.24,Blackford,0.12,0.16,1,0.31,Northeast,Indiana
0.28,0.17,0.08,Boone,0.09,0.12,1,0.25,Northeast,Indiana
0.31,0.20,0.21,Brown,0.12,0.13,1,0.29,Northeast,Indiana
0.29,0.20,0.16,Carroll,0.11,0.13,1,0.33,Northeast,Indiana
0.34,0.22,0.21,Cass,0.11,0.13,1,0.30,Northeast,Indiana
0.31,0.20,0.16,Clark,0.10,0.14,1,0.34,Northeast,Indiana
0.33,0.20,0.21,Clay,0.10,0.15,1,0.27,Northeast,Indiana
0.30,0.20,0.20,Clinton,0.11,0.13,1,0.32,Northeast,Indiana
0.35,0.22,0.30,Crawford,0.11,0.16,1,0.32,Northeast,Indiana
0.33,0.21,0.22,Daviess,0.10,0.13,1,0.32,Northeast,Indiana
0.30,0.19,0.17,Dearborn,0.10,0.13,1,0.31,Northeast,Indiana
0.30,0.21,0.19,Decatur,0.11,0.14,1,0.32,Northeast,Indiana
0.31,0.20,0.15,DeKalb,0.10,0.13,1,0.28,Northeast,Indiana
0.32,0.23,0.26,Delaware,0.10,0.18,1,0.31,Northeast,Indiana
0.28,0.17,0.10,Dubois,0.10,0.11,1,0.24,Northeast,Indiana
0.33,0.20,0.20,Elkhart,0.11,0.14,1,0.29,Northeast,Indiana
0.32,0.23,0.23,Fayette,0.12,0.18,1,0.35,Northeast,Indiana
0.31,0.20,0.17,Floyd,0.10,0.14,1,0.32,Northeast,Indiana
0.31,0.19,0.20,Fountain,0.11,0.15,1,0.31,Northeast,Indiana
0.26,0.21,0.15,Franklin,0.10,0.14,1,0.27,Northeast,Indiana
0.37,0.21,0.22,Fulton,0.11,0.15,1,0.25,Northeast,Indiana
0.32,0.19,0.17,Gibson,0.10,0.13,1,0.35,Northeast,Indiana
0.35,0.23,0.31,Grant,0.12,0.17,1,0.30,Northeast,Indiana
0.32,0.20,0.22,Greene,0.11,0.15,1,0.30,Northeast,Indiana
0.25,0.13,0.06,Hamilton,0.08,0.10,1,0.19,Northeast,Indiana
0.35,0.18,0.09,Hancock,0.10,0.12,1,0.29,Northeast,Indiana
0.35,0.20,0.16,Harrison,0.10,0.13,1,0.32,Northeast,Indiana
0.30,0.16,0.08,Hendricks,0.09,0.11,1,0.29,Northeast,Indiana
0.32,0.22,0.22,Henry,0.11,0.16,1,0.30,Northeast,Indiana
0.36,0.22,0.24,Howard,0.12,0.16,1,0.30,Northeast,Indiana
0.32,0.22,0.17,Huntington,0.10,0.14,1,0.29,Northeast,Indiana
0.39,0.21,0.20,Jackson,0.10,0.13,1,0.30,Northeast,Indiana
0.29,0.18,0.14,Jasper,0.10,0.12,1,0.29,Northeast,Indiana
0.35,0.20,0.35,Jay,0.11,0.14,1,0.35,Northeast,Indiana
0.35,0.22,0.25,Jefferson,0.11,0.14,1,0.29,Northeast,Indiana
0.33,0.21,0.22,Jennings,0.10,0.15,1,0.32,Northeast,Indiana
0.32,0.19,0.13,Johnson,0.09,0.13,1,0.25,Northeast,Indiana
0.32,0.20,0.24,Knox,0.10,0.15,1,0.34,Northeast,Indiana
0.30,0.19,0.17,Kosciusko,0.10,0.12,1,0.23,Northeast,Indiana
0.34,0.22,0.17,LaGrange,0.10,0.13,1,0.27,Northeast,Indiana
0.36,0.24,0.27,Lake,0.12,0.16,1,0.30,Northeast,Indiana
0.34,0.20,0.29,LaPorte,0.11,0.16,1,0.28,Northeast,Indiana
0.38,0.23,0.19,Lawrence,0.11,0.15,1,0.30,Northeast,Indiana
0.34,0.22,0.23,Madison,0.11,0.17,1,0.28,Northeast,Indiana
0.32,0.22,0.31,Marion,0.11,0.19,1,0.27,Northeast,Indiana
0.29,0.22,0.16,Marshall,0.11,0.13,1,0.27,Northeast,Indiana
0.35,0.21,0.19,Martin,0.11,0.13,1,0.34,Northeast,Indiana
0.35,0.23,0.23,Miami,0.11,0.16,1,0.31,Northeast,Indiana
0.21,0.20,0.19,Monroe,0.08,0.18,1,0.21,Northeast,Indiana
0.34,0.21,0.19,Montgomery,0.10,0.14,1,0.27,Northeast,Indiana
0.34,0.19,0.18,Morgan,0.10,0.13,1,0.30,Northeast,Indiana
0.35,0.22,0.18,Newton,0.11,0.13,1,0.33,Northeast,Indiana
0.34,0.20,0.17,Noble,0.10,0.13,1,0.27,Northeast,Indiana
0.32,0.19,0.17,Ohio,0.11,0.13,1,0.28,Northeast,Indiana
0.32,0.21,0.28,Orange,0.12,0.16,1,0.32,Northeast,Indiana
0.32,0.22,0.24,Owen,0.11,0.15,1,0.30,Northeast,Indiana
0.32,0.22,0.26,Parke,0.11,0.14,1,0.33,Northeast,Indiana
0.30,0.20,0.20,Perry,0.10,0.13,1,0.26,Northeast,Indiana
0.34,0.19,0.17,Pike,0.11,0.13,1,0.32,Northeast,Indiana
0.31,0.19,0.13,Porter,0.10,0.12,1,0.27,Northeast,Indiana
0.32,0.18,0.14,Posey,0.10,0.12,1,0.29,Northeast,Indiana
0.32,0.21,0.22,Pulaski,0.11,0.13,1,0.30,Northeast,Indiana
0.32,0.20,0.18,Putnam,0.09,0.13,1,0.31,Northeast,Indiana
0.34,0.20,0.24,Randolph,0.12,0.15,1,0.32,Northeast,Indiana
0.32,0.20,0.16,Ripley,0.10,0.14,1,0.28,Northeast,Indiana
0.33,0.20,0.21,Rush,0.11,0.14,1,0.35,Northeast,Indiana
0.29,0.23,0.27,Scott,0.11,0.16,1,0.32,Northeast,Indiana
0.32,0.21,0.17,Shelby,0.10,0.14,1,0.31,Northeast,Indiana
0.29,0.18,0.13,Spencer,0.10,0.13,1,0.29,Northeast,Indiana
0.29,0.21,0.27,St. Joseph,0.10,0.16,1,0.25,Northeast,Indiana
0.36,0.23,0.24,Starke,0.12,0.15,1,0.34,Northeast,Indiana
0.34,0.20,0.19,Steuben,0.10,0.13,1,0.30,Northeast,Indiana
0.33,0.22,0.22,Sullivan,0.11,0.17,1,0.35,Northeast,Indiana
0.31,0.23,0.28,Switzerland,0.12,0.15,1,0.33,Northeast,Indiana
0.25,0.21,0.20,Tippecanoe,0.08,0.17,1,0.25,Northeast,Indiana
0.32,0.18,0.13,Tipton,0.10,0.13,1,0.31,Northeast,Indiana
0.32,0.20,0.22,Union,0.11,0.14,1,0.34,Northeast,Indiana
0.34,0.20,0.25,Vanderburgh,0.10,0.16,1,0.29,Northeast,Indiana
0.31,0.20,0.20,Vermillion,0.11,0.16,1,0.31,Northeast,Indiana
0.33,0.24,0.28,Vigo,0.11,0.18,1,0.30,Northeast,Indiana
0.31,0.19,0.21,Wabash,0.11,0.14,1,0.36,Northeast,Indiana
0.27,0.17,0.16,Warren,0.10,0.13,1,0.26,Northeast,Indiana
0.28,0.17,0.11,Warrick,0.10,0.11,1,0.26,Northeast,Indiana
0.28,0.21,0.25,Washington,0.10,0.15,1,0.30,Northeast,Indiana
0.31,0.22,0.26,Wayne,0.12,0.18,1,0.29,Northeast,Indiana
0.28,0.19,0.16,Wells,0.10,0.13,1,0.31,Northeast,Indiana
0.34,0.19,0.18,White,0.11,0.12,1,0.28,Northeast,Indiana
0.32,0.18,0.13,Whitley,0.10,0.12,1,0.24,Northeast,Indiana
0.32,0.18,0.23,Androscoggin,0.09,0.16,1,0.24,Northeast,Maine
0.34,0.19,0.28,Aroostook,0.11,0.17,1,0.28,Northeast,Maine
0.22,0.12,0.14,Cumberland,0.08,0.14,1,0.16,Northeast,Maine
0.30,0.17,0.23,Franklin,0.10,0.16,1,0.22,Northeast,Maine
0.24,0.18,0.19,Hancock,0.09,0.16,1,0.19,Northeast,Maine
0.30,0.21,0.19,Kennebec,0.10,0.15,1,0.21,Northeast,Maine
0.24,0.14,0.20,Knox,0.09,0.14,1,0.19,Northeast,Maine
0.24,0.14,0.19,Lincoln,0.10,0.13,1,0.21,Northeast,Maine
0.32,0.17,0.23,Oxford,0.11,0.16,1,0.23,Northeast,Maine
0.31,0.17,0.22,Penobscot,0.09,0.17,1,0.25,Northeast,Maine
0.31,0.19,0.30,Piscataquis,0.11,0.17,1,0.26,Northeast,Maine
0.26,0.16,0.16,Sagadahoc,0.09,0.13,1,0.20,Northeast,Maine
0.34,0.21,0.25,Somerset,0.10,0.17,1,0.28,Northeast,Maine
0.29,0.16,0.22,Waldo,0.10,0.16,1,0.25,Northeast,Maine
0.31,0.19,0.26,Washington,0.12,0.18,1,0.28,Northeast,Maine
0.27,0.16,0.14,York,0.09,0.14,1,0.20,Northeast,Maine
0.28,0.17,0.23,Allegany,0.10,0.14,1,0.29,Northeast,Maryland
0.28,0.13,0.09,Anne Arundel,0.09,0.09,1,0.23,Northeast,Maryland
0.28,0.15,0.13,Baltimore,0.10,0.13,1,0.25,Northeast,Maryland
0.34,0.21,0.32,Baltimore City,0.13,0.23,1,0.29,Northeast,Maryland
0.30,0.14,0.08,Calvert,0.09,0.08,1,0.23,Northeast,Maryland
0.34,0.18,0.24,Caroline,0.11,0.13,1,0.31,Northeast,Maryland
0.28,0.13,0.07,Carroll,0.09,0.08,1,0.22,Northeast,Maryland
0.32,0.16,0.15,Cecil,0.10,0.11,1,0.26,Northeast,Maryland
0.35,0.14,0.10,Charles,0.11,0.11,1,0.23,Northeast,Maryland
0.33,0.17,0.29,Dorchester,0.14,0.17,1,0.31,Northeast,Maryland
0.28,0.12,0.08,Frederick,0.09,0.08,1,0.20,Northeast,Maryland
0.23,0.10,0.07,Howard,0.08,0.08,1,0.18,Northeast,Maryland
